ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006275	regulation of DNA replication	8/53	128/18888	2.44820165494923e-09	1.79006744535405e-07	1.54623262417846e-07	CDK2/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/NUCKS1	8
GO:0044786	cell cycle DNA replication	6/53	45/18888	2.73025662575464e-09	1.88539388100723e-07	1.62857412764312e-07	GINS3/MCM2/MCM3/MCM4/MCM6/TK1	6
GO:0022616	DNA strand elongation	4/53	37/18888	3.40637792760038e-06	0.000222848829684593	0.000192493378734204	MCM3/MCM4/MCM7/NUCKS1	4
GO:0006271	DNA strand elongation involved in DNA replication	3/53	15/18888	9.26868592677296e-06	0.000576048830348939	0.00049758208659518	MCM3/MCM4/MCM7	3
GO:0035825	homologous recombination	4/53	68/18888	3.93881359088242e-05	0.0023314025206985	0.00201382950511281	FANCD2/NUCKS1/TOP2A/UHRF1	4
GO:0007093	mitotic cell cycle checkpoint signaling	5/53	143/18888	4.96795767416649e-05	0.00280689608590407	0.00242455350605255	AURKB/CDK2/FANCD2/MDC1/UIMC1	5
GO:0044773	mitotic DNA damage checkpoint signaling	4/53	84/18888	9.02791216473934e-05	0.0048789977481613	0.00421440293273873	CDK2/FANCD2/MDC1/UIMC1	4
GO:0044774	mitotic DNA integrity checkpoint signaling	4/53	88/18888	0.000108206594501426	0.00560419987355305	0.00484082133295855	CDK2/FANCD2/MDC1/UIMC1	4
GO:0042770	signal transduction in response to DNA damage	5/53	188/18888	0.000180456347738537	0.00897228960956004	0.00775012525024452	CDK2/FANCD2/FOXO3/MDC1/UIMC1	5
GO:0000075	cell cycle checkpoint signaling	5/53	191/18888	0.000194251830976067	0.00928673176550967	0.00802173553018577	AURKB/CDK2/FANCD2/MDC1/UIMC1	5
GO:0036297	interstrand cross-link repair	3/53	41/18888	0.00020623867327376	0.00949461743997347	0.00820130396644192	FANCD2/FANCI/NUCKS1	3
GO:0000077	DNA damage checkpoint signaling	4/53	125/18888	0.000416576556142467	0.018493023545896	0.015973988243057	CDK2/FANCD2/MDC1/UIMC1	4
GO:0160049	negative regulation of cGAS/STING signaling pathway	2/53	12/18888	0.000500789495511152	0.0214648738938056	0.0185410266940608	AURKB/CGAS	2
GO:0031570	DNA integrity checkpoint signaling	4/53	134/18888	0.000541781880896486	0.0224478292651444	0.0193900883689269	CDK2/FANCD2/MDC1/UIMC1	4
GO:0140896	cGAS/STING signaling pathway	2/53	13/18888	0.000590778637309523	0.0236883176185722	0.020461603057919	AURKB/CGAS	2
GO:0045930	negative regulation of mitotic cell cycle	5/53	248/18888	0.000643398201353089	0.0247139808111028	0.0213475550894058	AURKB/CDK2/FANCD2/MDC1/UIMC1	5
GO:0070828	heterochromatin organization	4/53	141/18888	0.000656123384365562	0.0247139808111028	0.0213475550894058	CDK2/H2AC21/MBD3/UHRF1	4
GO:0051764	actin crosslink formation	2/53	14/18888	0.000688003462332758	0.0251525971670476	0.0217264251262976	DIAPH3/GAS2L3	2
GO:1901988	negative regulation of cell cycle phase transition	5/53	273/18888	0.000990265377722194	0.0351685675573911	0.0303780657226057	AURKB/CDK2/FANCD2/MDC1/UIMC1	5
GO:0031573	mitotic intra-S DNA damage checkpoint signaling	2/53	17/18888	0.00102269509675675	0.0353113890352399	0.030501432710289	FANCD2/MDC1	2
GO:0009162	deoxyribonucleoside monophosphate metabolic process	2/53	23/18888	0.00188212221642228	0.0617854254745741	0.0533692966795661	DUT/TK1	2
GO:0010948	negative regulation of cell cycle process	5/53	316/18888	0.00188885451973758	0.0617854254745741	0.0533692966795661	AURKB/CDK2/FANCD2/MDC1/UIMC1	5
GO:0097150	neuronal stem cell population maintenance	2/53	24/18888	0.00204954238030358	0.0653225943260859	0.0564246485265763	FANCD2/FOXO3	2
GO:0034109	homotypic cell-cell adhesion	3/53	98/18888	0.00262923334056118	0.0817034260579385	0.0705741580887474	F11R/PKP2/SYK	3
GO:0090330	regulation of platelet aggregation	2/53	28/18888	0.00278691152032103	0.0844910004819278	0.0729820218415263	F11R/SYK	2
GO:0010389	regulation of G2/M transition of mitotic cell cycle	3/53	104/18888	0.00311099344138366	0.0920705916104735	0.0795291556443943	AURKB/CDK2/UIMC1	3
GO:0031507	heterochromatin formation	3/53	105/18888	0.00319619474408015	0.0923923271370145	0.0798070658252571	CDK2/MBD3/UHRF1	3
GO:1902749	regulation of cell cycle G2/M phase transition	3/53	116/18888	0.00422897204851686	0.119468460370601	0.10319501171022	AURKB/CDK2/UIMC1	3
GO:0034110	regulation of homotypic cell-cell adhesion	2/53	35/18888	0.00433211795217141	0.119662724767757	0.103362814297423	F11R/SYK	2
GO:0045589	regulation of regulatory T cell differentiation	2/53	36/18888	0.00457874179648624	0.12372556637027	0.106872234151395	FANCD2/FOXO3	2
GO:0001736	establishment of planar polarity	2/53	37/18888	0.00483172578649969	0.125121565679565	0.108078076803282	SAPCD2/CTHRC1	2
GO:0007164	establishment of tissue polarity	2/53	37/18888	0.00483172578649969	0.125121565679565	0.108078076803282	SAPCD2/CTHRC1	2
GO:0048854	brain morphogenesis	2/53	38/18888	0.00509103366797569	0.129146017332526	0.111554336011497	FANCD2/FOXO3	2
GO:0045786	negative regulation of cell cycle	5/53	405/18888	0.00545463919225215	0.135602330319388	0.117131199496783	AURKB/CDK2/FANCD2/MDC1/UIMC1	5
GO:0045066	regulatory T cell differentiation	2/53	41/18888	0.00590654031607163	0.143957443389746	0.124348217180455	FANCD2/FOXO3	2
GO:0009124	nucleoside monophosphate biosynthetic process	2/53	42/18888	0.00619078414712704	0.145191409337338	0.12541409791598	DUT/TK1	2
GO:0072528	pyrimidine-containing compound biosynthetic process	2/53	42/18888	0.00619078414712704	0.145191409337338	0.12541409791598	DUT/TK1	2
GO:0045814	negative regulation of gene expression, epigenetic	3/53	135/18888	0.00644546006436589	0.146006430157641	0.12611810031824	CDK2/MBD3/UHRF1	3
GO:0007059	chromosome segregation	5/53	423/18888	0.00653481157474279	0.146006430157641	0.12611810031824	AURKB/DIAPH3/FANCD2/TOP2A/UHRF1	5
GO:0000086	G2/M transition of mitotic cell cycle	3/53	136/18888	0.00657792444797095	0.146006430157641	0.12611810031824	AURKB/CDK2/UIMC1	3
GO:0010212	response to ionizing radiation	3/53	138/18888	0.0068477140135103	0.149328219627953	0.128987410780803	FANCD2/NUCKS1/UIMC1	3
GO:0009314	response to radiation	5/53	431/18888	0.0070601692408532	0.151306730454837	0.130696417888753	AURKB/COL6A3/FANCD2/NUCKS1/UIMC1	5
GO:0090102	cochlea development	2/53	50/18888	0.00868299393626233	0.180862099908239	0.156225889745864	CTHRC1/MCM2	2
GO:1901987	regulation of cell cycle phase transition	5/53	455/18888	0.00881351946236371	0.180862099908239	0.156225889745864	AURKB/CDK2/FANCD2/MDC1/UIMC1	5
GO:0044839	cell cycle G2/M phase transition	3/53	152/18888	0.00892068581792975	0.180862099908239	0.156225889745864	AURKB/CDK2/UIMC1	3
GO:0039532	negative regulation of cytoplasmic pattern recognition receptor signaling pathway	2/53	51/18888	0.00902127931963862	0.180862099908239	0.156225889745864	AURKB/CGAS	2
GO:0010543	regulation of platelet activation	2/53	52/18888	0.00936539620642258	0.184780753723544	0.159610762415222	F11R/SYK	2
GO:0007015	actin filament organization	5/53	467/18888	0.00979477816964226	0.190232957263521	0.164320291661762	DIAPH3/F11R/GAS2L3/MARCKSL1/WIPF1	5
GO:1902850	microtubule cytoskeleton organization involved in mitosis	3/53	164/18888	0.0109604684321423	0.209597880940813	0.181047413777897	AURKB/SAPCD2/UHRF1	3
GO:0070542	response to fatty acid	2/53	57/18888	0.0111722643071103	0.210410977783911	0.18174975427835	FOXO3/SCD	2
GO:0099024	plasma membrane invagination	2/53	58/18888	0.0115506588211716	0.214290580816661	0.185100895484604	AURKB/HAVCR1	2
GO:0098813	nuclear chromosome segregation	4/53	317/18888	0.0119579080654113	0.215760319657145	0.186370433205139	AURKB/FANCD2/TOP2A/UHRF1	4
GO:0019058	viral life cycle	4/53	319/18888	0.0122139763393165	0.215760319657145	0.186370433205139	F11R/HAVCR1/NUCKS1/TOP2A	4
GO:0007131	reciprocal meiotic recombination	2/53	60/18888	0.0123242016859673	0.215760319657145	0.186370433205139	FANCD2/TOP2A	2
GO:0140527	reciprocal homologous recombination	2/53	60/18888	0.0123242016859673	0.215760319657145	0.186370433205139	FANCD2/TOP2A	2
GO:0001738	morphogenesis of a polarized epithelium	2/53	61/18888	0.0127192838864296	0.219584303761555	0.189673531639739	SAPCD2/CTHRC1	2
GO:0010324	membrane invagination	2/53	65/18888	0.0143542523652752	0.238534794976005	0.206042673392493	AURKB/HAVCR1	2
GO:0060113	inner ear receptor cell differentiation	2/53	65/18888	0.0143542523652752	0.238534794976005	0.206042673392493	CTHRC1/DIAPH3	2
GO:0019827	stem cell population maintenance	3/53	182/18888	0.014488509066451	0.238534794976005	0.206042673392493	FANCD2/FOXO3/ZHX2	3
GO:0045580	regulation of T cell differentiation	3/53	183/18888	0.0147012470387386	0.238534794976005	0.206042673392493	FANCD2/FOXO3/SYK	3
GO:0015800	acidic amino acid transport	2/53	66/18888	0.0147764917241773	0.238534794976005	0.206042673392493	KMO/SLC6A6	2
GO:0098727	maintenance of cell number	3/53	186/18888	0.0153501225847441	0.242958974588765	0.209864211441369	FANCD2/FOXO3/ZHX2	3
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	2/53	68/18888	0.015636941244651	0.242958974588765	0.209864211441369	AURKB/UIMC1	2
GO:0045576	mast cell activation	2/53	68/18888	0.015636941244651	0.242958974588765	0.209864211441369	HAVCR1/SYK	2
GO:0042490	mechanoreceptor differentiation	2/53	70/18888	0.0165184720277742	0.247379044946064	0.213682199978817	CTHRC1/DIAPH3	2
GO:1902750	negative regulation of cell cycle G2/M phase transition	2/53	70/18888	0.0165184720277742	0.247379044946064	0.213682199978817	AURKB/UIMC1	2
GO:2000379	positive regulation of reactive oxygen species metabolic process	2/53	70/18888	0.0165184720277742	0.247379044946064	0.213682199978817	FOXO3/SYK	2
GO:1901991	negative regulation of mitotic cell cycle phase transition	3/53	195/18888	0.017393085707772	0.249713681524956	0.215698823013469	AURKB/CDK2/UIMC1	3
GO:0048839	inner ear development	3/53	196/18888	0.0176290327669543	0.249713681524956	0.215698823013469	CTHRC1/DIAPH3/MCM2	3
GO:0032481	positive regulation of type I interferon production	2/53	73/18888	0.017879740672342	0.249713681524956	0.215698823013469	CGAS/SYK	2
GO:0045665	negative regulation of neuron differentiation	2/53	73/18888	0.017879740672342	0.249713681524956	0.215698823013469	FOXO3/ZHX2	2
GO:0090307	mitotic spindle assembly	2/53	73/18888	0.017879740672342	0.249713681524956	0.215698823013469	AURKB/UHRF1	2
GO:0170041	non-proteinogenic amino acid metabolic process	2/53	73/18888	0.017879740672342	0.249713681524956	0.215698823013469	KMO/PRODH	2
GO:0070527	platelet aggregation	2/53	74/18888	0.0183437637562476	0.253347759433509	0.218837883407866	F11R/SYK	2
GO:0010639	negative regulation of organelle organization	4/53	365/18888	0.0191039077211257	0.260584453384279	0.22508882792223	AURKB/DIAPH3/F11R/TOP2A	4
GO:0009123	nucleoside monophosphate metabolic process	2/53	76/18888	0.0192870230984342	0.260584453384279	0.22508882792223	DUT/TK1	2
GO:0032890	regulation of organic acid transport	2/53	77/18888	0.0197661974310281	0.261316971114348	0.225721565428831	KMO/SYK	2
GO:0045921	positive regulation of exocytosis	2/53	77/18888	0.0197661974310281	0.261316971114348	0.225721565428831	SDC1/SYK	2
GO:0050863	regulation of T cell activation	4/53	382/18888	0.0221556056631445	0.261316971114348	0.225721565428831	CGAS/FANCD2/FOXO3/SYK	4
GO:0045619	regulation of lymphocyte differentiation	3/53	215/18888	0.0224540217026972	0.261316971114348	0.225721565428831	FANCD2/FOXO3/SYK	3
GO:0072527	pyrimidine-containing compound metabolic process	2/53	84/18888	0.023258394301504	0.261316971114348	0.225721565428831	DUT/TK1	2
GO:0040029	epigenetic regulation of gene expression	3/53	220/18888	0.0238320415524322	0.261316971114348	0.225721565428831	CDK2/MBD3/UHRF1	3
GO:0043583	ear development	3/53	223/18888	0.0246805362065822	0.261316971114348	0.225721565428831	CTHRC1/DIAPH3/MCM2	3
GO:0000819	sister chromatid segregation	3/53	229/18888	0.0264262936003537	0.261316971114348	0.225721565428831	AURKB/TOP2A/UHRF1	3
GO:0046849	bone remodeling	2/53	90/18888	0.0264384078096899	0.261316971114348	0.225721565428831	CTHRC1/SYK	2
GO:1901606	alpha-amino acid catabolic process	2/53	90/18888	0.0264384078096899	0.261316971114348	0.225721565428831	KMO/PRODH	2
GO:0002934	desmosome organization	1/53	10/18888	0.0277149854780943	0.261316971114348	0.225721565428831	PKP2	1
GO:0006560	proline metabolic process	1/53	10/18888	0.0277149854780943	0.261316971114348	0.225721565428831	PRODH	1
GO:0014889	muscle atrophy	1/53	10/18888	0.0277149854780943	0.261316971114348	0.225721565428831	FOXO3	1
GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	1/53	10/18888	0.0277149854780943	0.261316971114348	0.225721565428831	SYK	1
GO:0061909	autophagosome-lysosome fusion	1/53	10/18888	0.0277149854780943	0.261316971114348	0.225721565428831	DIAPH3	1
GO:2001251	negative regulation of chromosome organization	2/53	93/18888	0.0280909123836957	0.261316971114348	0.225721565428831	AURKB/TOP2A	2
GO:0140694	non-membrane-bounded organelle assembly	4/53	413/18888	0.0284552858604324	0.261316971114348	0.225721565428831	AURKB/CDK2/DIAPH3/UHRF1	4
GO:0043648	dicarboxylic acid metabolic process	2/53	94/18888	0.0286508124546143	0.261316971114348	0.225721565428831	KMO/PRODH	2
GO:0001820	serotonin secretion	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	SYK	1
GO:0006568	tryptophan metabolic process	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	KMO	1
GO:0009120	deoxyribonucleoside metabolic process	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	TK1	1
GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	DUT	1
GO:0014049	positive regulation of glutamate secretion	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	KMO	1
GO:0046643	regulation of gamma-delta T cell activation	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	SYK	1
GO:0051256	mitotic spindle midzone assembly	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	AURKB	1
GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	AURKB	1
GO:0070189	kynurenine metabolic process	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	KMO	1
GO:0071481	cellular response to X-ray	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0072697	protein localization to cell cortex	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	SAPCD2	1
GO:0090557	establishment of endothelial intestinal barrier	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	F11R	1
GO:1901731	positive regulation of platelet aggregation	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	F11R	1
GO:1902412	regulation of mitotic cytokinesis	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	AURKB	1
GO:1990166	protein localization to site of double-strand break	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	MDC1	1
GO:1990918	double-strand break repair involved in meiotic recombination	1/53	11/18888	0.0304446764289186	0.261316971114348	0.225721565428831	FANCD2	1
GO:0016032	viral process	4/53	428/18888	0.0318516101846308	0.261316971114348	0.225721565428831	F11R/HAVCR1/NUCKS1/TOP2A	4
GO:0033044	regulation of chromosome organization	3/53	247/18888	0.0320527651437734	0.261316971114348	0.225721565428831	AURKB/CDK2/TOP2A	3
GO:0120162	positive regulation of cold-induced thermogenesis	2/53	101/18888	0.0326940952286085	0.261316971114348	0.225721565428831	SCD/SYK	2
GO:0000022	mitotic spindle elongation	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	AURKB	1
GO:0001547	antral ovarian follicle growth	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	FOXO3	1
GO:0009143	nucleoside triphosphate catabolic process	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	DUT	1
GO:0018342	protein prenylation	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	CHML	1
GO:0019471	4-hydroxyproline metabolic process	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	PRODH	1
GO:0043312	neutrophil degranulation	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	SYK	1
GO:0090177	establishment of planar polarity involved in neural tube closure	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	CTHRC1	1
GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	AURKB	1
GO:0097354	prenylation	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	CHML	1
GO:0098911	regulation of ventricular cardiac muscle cell action potential	1/53	12/18888	0.033166847968319	0.261316971114348	0.225721565428831	PKP2	1
GO:0006586	indolalkylamine metabolic process	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	KMO	1
GO:0014744	positive regulation of muscle adaptation	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	FOXO3	1
GO:0031453	positive regulation of heterochromatin formation	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	CDK2	1
GO:0033690	positive regulation of osteoblast proliferation	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	CTHRC1	1
GO:0042492	gamma-delta T cell differentiation	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	SYK	1
GO:0043650	dicarboxylic acid biosynthetic process	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	KMO	1
GO:0071389	cellular response to mineralocorticoid stimulus	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	FOXO3	1
GO:0090232	positive regulation of spindle checkpoint	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	AURKB	1
GO:0090235	regulation of metaphase plate congression	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	AURKB	1
GO:0120263	positive regulation of heterochromatin organization	1/53	13/18888	0.03588152041257	0.261316971114348	0.225721565428831	CDK2	1
GO:0000280	nuclear division	4/53	446/18888	0.0362315170279004	0.261316971114348	0.225721565428831	AURKB/FANCD2/TOP2A/UHRF1	4
GO:0039531	regulation of cytoplasmic pattern recognition receptor signaling pathway	2/53	108/18888	0.0369474840092073	0.261316971114348	0.225721565428831	AURKB/CGAS	2
GO:2001252	positive regulation of chromosome organization	2/53	110/18888	0.0382000081114752	0.261316971114348	0.225721565428831	AURKB/CDK2	2
GO:0001833	inner cell mass cell proliferation	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	GINS4	1
GO:0008298	intracellular mRNA localization	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	MEX3D	1
GO:0009263	deoxyribonucleotide biosynthetic process	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	DUT	1
GO:0009265	2'-deoxyribonucleotide biosynthetic process	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	DUT	1
GO:0043306	positive regulation of mast cell degranulation	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	SYK	1
GO:0043353	enucleate erythrocyte differentiation	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	DIAPH3	1
GO:0043922	negative regulation by host of viral transcription	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0046385	deoxyribose phosphate biosynthetic process	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	DUT	1
GO:0051231	spindle elongation	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	AURKB	1
GO:0051255	spindle midzone assembly	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	AURKB	1
GO:0072683	T cell extravasation	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	F11R	1
GO:0090175	regulation of establishment of planar polarity	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	SAPCD2	1
GO:1905269	positive regulation of chromatin organization	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	CDK2	1
GO:2000105	positive regulation of DNA-templated DNA replication	1/53	14/18888	0.0385887140241273	0.261316971114348	0.225721565428831	CDK2	1
GO:0007229	integrin-mediated signaling pathway	2/53	111/18888	0.0388323467328353	0.261316971114348	0.225721565428831	DIAPH3/SYK	2
GO:0009063	amino acid catabolic process	2/53	111/18888	0.0388323467328353	0.261316971114348	0.225721565428831	KMO/PRODH	2
GO:0090398	cellular senescence	2/53	111/18888	0.0388323467328353	0.261316971114348	0.225721565428831	CGAS/CDK2	2
GO:0002903	negative regulation of B cell apoptotic process	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	AURKB	1
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	DUT	1
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	SYK	1
GO:0034501	protein localization to kinetochore	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	AURKB	1
GO:0038065	collagen-activated signaling pathway	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	SYK	1
GO:0042249	establishment of planar polarity of embryonic epithelium	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	CTHRC1	1
GO:0060009	Sertoli cell development	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	SDC1	1
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	SYK	1
GO:0071732	cellular response to nitric oxide	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	CDK2	1
GO:0086069	bundle of His cell to Purkinje myocyte communication	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	PKP2	1
GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	FOXO3	1
GO:1903083	protein localization to condensed chromosome	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	AURKB	1
GO:1903543	positive regulation of exosomal secretion	1/53	15/18888	0.0412884490117674	0.261316971114348	0.225721565428831	SDC1	1
GO:0033209	tumor necrosis factor-mediated signaling pathway	2/53	117/18888	0.0427097764917589	0.261316971114348	0.225721565428831	FOXO3/SYK	2
GO:0002758	innate immune response-activating signaling pathway	3/53	278/18888	0.0430966417878658	0.261316971114348	0.225721565428831	AURKB/CGAS/SYK	3
GO:0051656	establishment of organelle localization	4/53	472/18888	0.0431490202978353	0.261316971114348	0.225721565428831	AURKB/SAPCD2/SDC1/SYK	4
GO:0006266	DNA ligation	1/53	16/18888	0.0439807455307296	0.261316971114348	0.225721565428831	TOP2A	1
GO:0009074	aromatic amino acid family catabolic process	1/53	16/18888	0.0439807455307296	0.261316971114348	0.225721565428831	KMO	1
GO:0023035	CD40 signaling pathway	1/53	16/18888	0.0439807455307296	0.261316971114348	0.225721565428831	FANCD2	1
GO:0030728	ovulation	1/53	16/18888	0.0439807455307296	0.261316971114348	0.225721565428831	FOXO3	1
GO:0034112	positive regulation of homotypic cell-cell adhesion	1/53	16/18888	0.0439807455307296	0.261316971114348	0.225721565428831	F11R	1
GO:0045579	positive regulation of B cell differentiation	1/53	16/18888	0.0439807455307296	0.261316971114348	0.225721565428831	SYK	1
GO:0045582	positive regulation of T cell differentiation	2/53	119/18888	0.044033393457086	0.261316971114348	0.225721565428831	FOXO3/SYK	2
GO:0000712	resolution of meiotic recombination intermediates	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	TOP2A	1
GO:0001956	positive regulation of neurotransmitter secretion	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	KMO	1
